"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-01-30",,"84",,"76"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-01-31","0.08","81","95",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-01","0.20","77",,"67"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-02","0.00","75","86","68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-03",,"76",,"67"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-04",,"78","86","73"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-05","0.63","67","85",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-06","0.08","65",,"56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-07","0.00","68","77","56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-08",,"73",,"67"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-09",,"76",,"70"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-10",,"76","84","71"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-11","0.16","74","85","68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-12","0.20","71","82",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-13","1.38","70",,"66"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-14","1.02","72","79","66"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-15","0.12","77",,"68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-16","0.00","80","90","72"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-17","0.02","80","89","71"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-18","0.16","79","90","69"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-19","0.00","79",,"67"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-20",,"83","90","73"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-21",,"83",,"76"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-22","1.30","79","94","71"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-23","0.67","82",,"72"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-24","0.00","83","95","73"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-25",,"83",,"73"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-26",,"84","94","78"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-27",,"84",,"75"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-02-28","0.00","81","92","73"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-01",,"84","93","76"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-02",,"84","95","76"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-03","0.02","73","95","68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-04","0.00","71","76","67"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-05","0.00","71",,"58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-06",,"76",,"68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-07",,"72","86","63"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-08",,"75",,"69"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-09","1.65","75","84","68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-10","0.00","69","85","59"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-11",,"66","79","58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-12","0.00","68","76","58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-13",,"67",,"54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-14",,"71","83","59"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-15",,"70","82",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-16","1.18","62","72","57"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-17","0.00","62",,"51"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-18",,"64","75","55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-19",,"68",,"58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-20",,"70","76","63"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-21",,"71",,"66"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-22",,"72","78","68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-23",,"72",,"65"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-24",,"74","80","66"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-25",,"75",,"68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-26",,"74","83","70"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-27","0.00","75",,"70"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-28",,"74","83","71"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-29",,"73","82","68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-30",,"73","81","68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-03-31","0.01","73",,"69"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-01","0.00","74","81","69"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-02",,"70","81",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-03","0.35","67",,"60"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-04","0.00","68",,"61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-05",,"72",,"64"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-06",,"67","83","55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-07",,"71",,"65"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-08",,"72",,"66"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-09","1.50","71","80","69"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-10","0.75","68","76",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-11","0.47","62","71","56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-12","0.00","59","73","49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-13",,"58","68","51"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-14",,"63",,"54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-15",,"66","72","60"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-16",,"64","74","58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-17","0.00","61","70","57"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-18","0.00","62","70","56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-19","0.00","65","68","63"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-20","0.04","68",,"62"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-21","0.00","68","78","60"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-22",,"59","79","48"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-23",,"60",,"52"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-24",,"67","74","59"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-25",,"59","74",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-26","1.54","55","66","49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-27","0.00","58",,"47"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-28",,"65",,"52"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-29",,"66","80","55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-04-30",,"67",,"56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-01",,"67","80","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-02",,"66","79","61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-03","0.01","67",,"60"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-04","0.00","68","78","61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-05",,"68",,"61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-06",,"68","79","62"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-07",,"68","74","64"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-08","4.13","66","71",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-09","0.24","58","67","51"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-10","0.00","56","68","49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-11",,"56","63","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-12","0.43","60",,"56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-13","0.20","61",,"55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-14","0.00","59","70","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-15",,"61",,"55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-16",,"57","70","48"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-17",,"59","70","50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-18","0.00","61","67","58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-19","0.20","62","65",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-20","0.00","52","64","49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-21","0.16","55",,"49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-22","0.01","59",,"50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-23","0.00","63","71","57"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-24",,"62","69","58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-25","0.08","61","65","59"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-26","0.08","57",,"52"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-27","0.00","52","65","46"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-28",,"54",,"47"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-29","0.02","54",,"49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-30","0.00","53","62","44"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-05-31",,"51","62","45"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-01",,"51",,"45"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-02",,"51",,"42"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-03",,"57","63","44"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-04",,"54","62","48"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-05",,"48","62","39"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-06",,"48",,"39"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-07",,"52","62","41"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-08",,"53","59","48"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-09","0.00","50",,"42"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-10",,"57",,"43"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-11",,"56","71","49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-12",,"47","66","37"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-13",,"54",,"39"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-14",,"57","69","49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-15",,"59","66","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-16","0.00","69",,"57"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-17","0.00","69","76",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-18","0.00","49","73","42"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-19","0.00","45",,"36"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-20",,"44","56","36"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-21",,"51","56","38"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-22",,"60",,"48"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-23",,"67",,"57"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-24",,"66","78","60"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-25",,"69",,"61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-26",,"69",,"64"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-27","0.00","65","76",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-28","0.01","55","69","53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-29","0.00","51","56","45"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-06-30",,"54",,"47"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-01",,"53","64","45"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-02",,"57","64","46"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-03",,"57",,"52"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-04",,"60",,"53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-05",,"58","67","53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-06",,"50","62","46"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-07","0.20","54",,"50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-08","1.54","56","59",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-09","0.00","51","59","50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-10","1.22","51","54","49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-11","0.08","49",,"41"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-12","0.00","58",,"42"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-13",,"66",,"57"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-14","0.01","59","77",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-15","0.12","57",,
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-16","0.39","45","63","41"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-17","0.00","41",,"33"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-18",,"46",,"34"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-19",,"51",,"38"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-20",,"54",,"44"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-21",,"53","68","45"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-22",,"56",,"48"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-23",,"58","64","51"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-24","0.47","55","63","50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-25","0.00","54","60","50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-26","0.20","60",,"52"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-27","0.00","64",,"58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-28",,"67",,"61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-29",,"68","79","62"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-30",,"54","76",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-07-31","0.12","52",,"49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-01","0.04","54",,"51"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-02","0.02","54",,"48"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-03","0.00","53",,"45"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-04",,"54","67","44"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-05",,"58","65","47"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-06",,"62",,"55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-07",,"63","74","57"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-08","0.24","57","70","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-09","0.00","56","64","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-10",,"58","63","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-11","0.87","60","63","55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-12","0.24","59","63",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-13","0.04","54",,"45"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-14","0.00","58",,"49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-15",,"59","69","50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-16",,"56","71","47"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-17",,"58",,"49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-18",,"64","73","55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-19","0.39","60","73","53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-20","0.02","54",,"45"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-21","0.00","53",,"41"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-22",,"56","64","50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-23",,"62",,"50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-24","0.04","67",,"58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-25","0.12","66","75",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-26","0.79","58","71",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-27","0.02","59",,"56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-28","0.00","64",,"58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-29","0.12","66","74",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-30","0.01","54","71","45"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-08-31","0.00","54","64","46"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-01",,"62",,"55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-02",,"69",,"59"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-03","0.08","63","77",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-04","0.31","56","71","50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-05","0.00","54","62","43"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-06",,"58","63","51"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-07",,"59",,"51"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-08",,"58","70","53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-09","1.89","63",,"53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-10","2.32","64","67","62"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-11","0.98","56","65","49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-12","0.00","56",,"45"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-13",,"58","67","49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-14",,"63",,"55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-15",,"58","76","52"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-16",,"58",,"50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-17",,"60",,"49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-18",,"63",,"55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-19",,"65","72","57"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-20",,"70",,"62"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-21","0.39","54","80",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-22","0.63","54",,"46"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-23","0.00","58",,"46"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-24",,"64","73","55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-25",,"67",,"58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-26",,"59","77",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-27","0.79","54",,"48"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-28","0.00","56",,"49"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-29",,"60","65","56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-09-30",,"64",,"58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-01","1.93","62","73","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-02","0.24","58",,"51"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-03","0.01","62",,"51"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-04","0.00","68",,"55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-05",,"71","80","64"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-06",,"64","77","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-07",,"61","77","56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-08",,"63",,"57"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-09","0.02","65",,"58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-10","0.00","61","74","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-11","0.00","62","70","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-12","0.59","56","68","53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-13","0.04","56",,"51"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-14","0.00","60",,"47"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-15",,"66",,"52"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-16",,"70",,"63"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-17",,"71","81","66"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-18",,"68","77","64"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-19","0.39","62","75","53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-20","0.00","64",,"55"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-21","0.00","63","77","56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-22","0.08","55","69","47"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-23","0.00","60",,"52"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-24","0.00","67",,"59"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-25",,"69",,"58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-26",,"71","81","62"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-27","0.35","64","81","60"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-28","0.03","63",,"53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-29","0.00","69",,"64"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-30","1.10","67","79","56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-10-31","0.00","67",,"53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-01",,"70","80","66"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-02",,"67","77",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-03",,"68",,"58"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-04",,"67","78","56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-05",,"69","77","63"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-06",,"71","77","62"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-07",,"69","80","67"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-08","0.00","72",,"65"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-09",,"72",,"60"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-10",,"74",,"63"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-11",,"68","86","56"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-12",,"69",,"54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-13",,"76",,"65"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-14",,"76","90","67"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-15",,"80",,"73"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-16","0.08","63",,"53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-17","0.00","70",,"61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-18",,"61","82","50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-19",,"67",,
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-20","0.00","59","83",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-21","0.75","61",,"54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-22","0.00","67",,"57"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-23","0.00","74",,"64"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-24","0.00","60","87","50"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-25",,"65",,"53"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-26",,"69",,"63"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-27",,"71","85","63"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-28",,"61","75","52"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-29",,"70",,"62"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-11-30",,"72",,"65"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-01",,"72","83","66"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-02",,"73","80","68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-03","0.01","70","81","65"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-04","0.63","67","78","61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-05","0.00","70",,"64"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-06",,"75",,"68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-07","0.00","75","86","64"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-08","0.00","78",,"69"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-09",,"84",,"72"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-10",,"77","99","61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-11",,"66","92","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-12",,"72",,"64"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-13",,"77",,"65"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-14","0.12","77",,"64"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-15","0.00","83","94","68"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-16",,"82","94",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-17","1.89","71","88","61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-18","0.00","66","74","61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-19","0.01","65","72",
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-20","0.47","70",,"61"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-21","0.00","79",,"71"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-22","0.02","82",,"72"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-23","0.43","72","91","67"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-24","0.00","66","76","54"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-25",,"76",,"65"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-26",,"84",,"75"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-27","0.00","81","94","72"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-28",,"82",,"74"
"AR000875850","BUENOS AIRES OBSERV, AR","2017-12-29",,"86","96","75"
